EVENTO,TIPO_EVENTO,CONTRATO,APELIDO,DESCRICAO,QUANTIDADE,
285,CADASTRO,PREFEITURA  MUNICIPAL DE CAUCAIA - CONTROLADORIA,MULTIFUNCIONAL LASER MONO A4,,10,"R$  286,3400"
285,CADASTRO,PREFEITURA  MUNICIPAL DE CAUCAIA - CONTROLADORIA,MULTIFUNCIONAL JATO DE TINTA A4 COM BULK INK,,4,"R$  148,1100"
285,CADASTRO,PREFEITURA  MUNICIPAL DE CAUCAIA - CONTROLADORIA,SCANNER DE MESA A4,,2,"R$  201,7300"
285,CADASTRO,PREFEITURA  MUNICIPAL DE CAUCAIA - CONTROLADORIA,DATASHOW MÍNIMO 2500 LUMENS,,1,"R$  181,1700"
285,CADASTRO,PREFEITURA  MUNICIPAL DE CAUCAIA - CONTROLADORIA,SWTCH 48 PORTAS GERENCIÁVEL,,1,"R$  283,8900"
285,CADASTRO,PREFEITURA  MUNICIPAL DE CAUCAIA - CONTROLADORIA,SWTCH 48 PORTAS,,2,"R$  193,4700"
285,CADASTRO,PREFEITURA  MUNICIPAL DE CAUCAIA - CONTROLADORIA,SWTCH 8 PORTAS,,1,"R$  13,4200"
285,CADASTRO,PREFEITURA  MUNICIPAL DE CAUCAIA - CONTROLADORIA,REPETIDOR WI-FI,,2,"R$  36,6500"
285,CADASTRO,PREFEITURA  MUNICIPAL DE CAUCAIA - CONTROLADORIA,ACCESS POINT INDOOR,,3,"R$  91,1800"
285,CADASTRO,PREFEITURA  MUNICIPAL DE CAUCAIA - CONTROLADORIA,STORAGENAS MÍNIMO 5TB,,1,"R$  182,7800"
285,CADASTRO,PREFEITURA  MUNICIPAL DE CAUCAIA - CONTROLADORIA,HD EXTERNO PORTÁTIL 2TB,,2,"R$  29,2300"
285,CADASTRO,PREFEITURA  MUNICIPAL DE CAUCAIA - CONTROLADORIA,NOBREAK 1200 VA,,2,"R$  63,8000"
285,CADASTRO,PREFEITURA  MUNICIPAL DE CAUCAIA - CONTROLADORIA,NOBREAK 700 VA,,2,"R$  41,9500"
286,CADASTRO,"PREFEITURA MUNICIPAL DE CAMOCIM - SEGURANÇA, TRÂNSITO E DEFESA CIVIL",NOTEBOOK TIPO II,NOTEBOOK CORE I5,1,"R$  344,7500"
286,CADASTRO,"PREFEITURA MUNICIPAL DE CAMOCIM - SEGURANÇA, TRÂNSITO E DEFESA CIVIL",MICRO TIPO I,MICRO DESKTOP I7,1,"R$  387,3600"
286,CADASTRO,"PREFEITURA MUNICIPAL DE CAMOCIM - SEGURANÇA, TRÂNSITO E DEFESA CIVIL",MICRO TIPO II,MICRO DESKTOP I5,6,"R$  221,7800"
286,CADASTRO,"PREFEITURA MUNICIPAL DE CAMOCIM - SEGURANÇA, TRÂNSITO E DEFESA CIVIL",IMPRESSORA TIPO I,MULTIFUNCIONAL LASER MONOCROMÁTICA A4,2,"R$  286,3400"
286,CADASTRO,"PREFEITURA MUNICIPAL DE CAMOCIM - SEGURANÇA, TRÂNSITO E DEFESA CIVIL",IMPRESSORA TIPO II,IMPRESSORA LASER MONOCROMÁTICA A4,2,"R$  234,7000"
286,CADASTRO,"PREFEITURA MUNICIPAL DE CAMOCIM - SEGURANÇA, TRÂNSITO E DEFESA CIVIL",COMPONENTE TIPO IV,SWITCH 8 PORTAS,1,"R$  13,4200"
286,CADASTRO,"PREFEITURA MUNICIPAL DE CAMOCIM - SEGURANÇA, TRÂNSITO E DEFESA CIVIL",COMPONENTE TIPO V,REPETIDOR WIFI AMPLIFICADOR DE SINAL MÍNIMO 2800M.,1,"R$  36,6500"
286,CADASTRO,"PREFEITURA MUNICIPAL DE CAMOCIM - SEGURANÇA, TRÂNSITO E DEFESA CIVIL",COMPONENTE TIPO VI,ACCESS POINT INDOOR BANDA DUPLA MÍNIMO 1750 MBPS,1,"R$  91,1800"
286,CADASTRO,"PREFEITURA MUNICIPAL DE CAMOCIM - SEGURANÇA, TRÂNSITO E DEFESA CIVIL",COMPONENTE TIPO XI,NO BREAK 1200 VA,1,"R$  63,8000"
286,CADASTRO,"PREFEITURA MUNICIPAL DE CAMOCIM - SEGURANÇA, TRÂNSITO E DEFESA CIVIL",COMPONENTE TIPO XII,NO BREAK 700 VA,1,"R$  41,9500"
286,CADASTRO,"PREFEITURA MUNICIPAL DE CAMOCIM - SEGURANÇA, TRÂNSITO E DEFESA CIVIL",IMPRESSORA TIPO III,MULTIFUNCIONAL JATO DE TINTA A4 COM BULK INK,2,"R$  148,1100"
293,CADASTRO,PREFEITURA  MUNICIPAL DE CAUCAIA - DESENVOLVMENTO RURAL,NOTEBOOK I7,,2,"R$  534,7100"
293,CADASTRO,PREFEITURA  MUNICIPAL DE CAUCAIA - DESENVOLVMENTO RURAL,NOTEBOOK I5,,6,"R$  344,7500"
293,CADASTRO,PREFEITURA  MUNICIPAL DE CAUCAIA - DESENVOLVMENTO RURAL,NOTEBOOK I3,,2,"R$  270,3900"
293,CADASTRO,PREFEITURA  MUNICIPAL DE CAUCAIA - DESENVOLVMENTO RURAL,MICRO DESKTOP I7,,2,"R$  387,3600"
293,CADASTRO,PREFEITURA  MUNICIPAL DE CAUCAIA - DESENVOLVMENTO RURAL,MICRO DESKTOP I5,,16,"R$  221,7800"
293,CADASTRO,PREFEITURA  MUNICIPAL DE CAUCAIA - DESENVOLVMENTO RURAL,MULTIFUNCIONAL LASER MONO A4,,4,"R$  286,3400"
293,CADASTRO,PREFEITURA  MUNICIPAL DE CAUCAIA - DESENVOLVMENTO RURAL,IMPRESSORA LASER MONO A4,,2,"R$  234,7000"
293,CADASTRO,PREFEITURA  MUNICIPAL DE CAUCAIA - DESENVOLVMENTO RURAL,MULTIFUNCIONAL JATO DE TINTA A4 COM BULK INK,,8,"R$  148,1100"
293,CADASTRO,PREFEITURA  MUNICIPAL DE CAUCAIA - DESENVOLVMENTO RURAL,DATASHOW MÍNIMO 2500 LUMENS,,1,"R$  181,1700"
293,CADASTRO,PREFEITURA  MUNICIPAL DE CAUCAIA - DESENVOLVMENTO RURAL,SWTCH 48 PORTAS,,1,"R$  193,4700"
293,CADASTRO,PREFEITURA  MUNICIPAL DE CAUCAIA - DESENVOLVMENTO RURAL,SWTCH 8 PORTAS,,2,"R$  13,4200"
293,CADASTRO,PREFEITURA  MUNICIPAL DE CAUCAIA - DESENVOLVMENTO RURAL,REPETIDOR WI-FI,,1,"R$  36,6500"
293,CADASTRO,PREFEITURA  MUNICIPAL DE CAUCAIA - DESENVOLVMENTO RURAL,ACCESS POINT INDOOR,,2,"R$  91,1800"
293,CADASTRO,PREFEITURA  MUNICIPAL DE CAUCAIA - DESENVOLVMENTO RURAL,HD EXTERNO PORTÁTIL 2TB,,1,"R$  29,2300"
293,CADASTRO,PREFEITURA  MUNICIPAL DE CAUCAIA - DESENVOLVMENTO RURAL,NOBREAK 700 VA,,2,"R$  41,9500"
294,CADASTRO,PREFEITURA MUNICIPAL DE CAMOCIM - TURISMO E DESENVOLVIMENTO ECONÔMICO,NOTEBOOK TIPO II,NOTEBOOK CORE I5,1,"R$  344,7500"
294,CADASTRO,PREFEITURA MUNICIPAL DE CAMOCIM - TURISMO E DESENVOLVIMENTO ECONÔMICO,NOTEBOOK TIPO III,NOTEBOOK CORE I3,1,"R$  270,3900"
294,CADASTRO,PREFEITURA MUNICIPAL DE CAMOCIM - TURISMO E DESENVOLVIMENTO ECONÔMICO,MICRO TIPO I,MICRO DESKTOP I7,1,"R$  387,3600"
294,CADASTRO,PREFEITURA MUNICIPAL DE CAMOCIM - TURISMO E DESENVOLVIMENTO ECONÔMICO,MICRO TIPO II,MICRO DESKTOP I5,6,"R$  221,7800"
294,CADASTRO,PREFEITURA MUNICIPAL DE CAMOCIM - TURISMO E DESENVOLVIMENTO ECONÔMICO,MICRO TIPO III,MICRO DESKTOP I3,2,"R$  173,9300"
294,CADASTRO,PREFEITURA MUNICIPAL DE CAMOCIM - TURISMO E DESENVOLVIMENTO ECONÔMICO,IMPRESSORA TIPO I,MULTIFUNCIONAL LASER MONOCROMÁTICA A4,2,"R$  286,3400"
294,CADASTRO,PREFEITURA MUNICIPAL DE CAMOCIM - TURISMO E DESENVOLVIMENTO ECONÔMICO,IMPRESSORA TIPO II,IMPRESSORA LASER MONOCROMÁTICA A4,1,"R$  234,7000"
294,CADASTRO,PREFEITURA MUNICIPAL DE CAMOCIM - TURISMO E DESENVOLVIMENTO ECONÔMICO,COMPONENTE TIPO III,SWITCH 16 PORTAS,1,"R$  50,3000"
294,CADASTRO,PREFEITURA MUNICIPAL DE CAMOCIM - TURISMO E DESENVOLVIMENTO ECONÔMICO,COMPONENTE TIPO V,REPETIDOR WIFI AMPLIFICADOR DE SINAL MÍNIMO 2800M.,1,"R$  36,6500"
294,CADASTRO,PREFEITURA MUNICIPAL DE CAMOCIM - TURISMO E DESENVOLVIMENTO ECONÔMICO,COMPONENTE TIPO XII,NO BREAK 700 VA,1,"R$  41,9500"
301,CADASTRO,PREFEITURA  MUNICIPAL DE CAUCAIA - DESENVOLVMENTO SOCIAL,NOTEBOOK I7,,12,"R$  534,7100"
301,CADASTRO,PREFEITURA  MUNICIPAL DE CAUCAIA - DESENVOLVMENTO SOCIAL,NOTEBOOK I5,,18,"R$  344,7500"
301,CADASTRO,PREFEITURA  MUNICIPAL DE CAUCAIA - DESENVOLVMENTO SOCIAL,NOTEBOOK I3,,24,"R$  270,3900"
301,CADASTRO,PREFEITURA  MUNICIPAL DE CAUCAIA - DESENVOLVMENTO SOCIAL,MICRO DESKTOP I7,,14,"R$  387,3600"
301,CADASTRO,PREFEITURA  MUNICIPAL DE CAUCAIA - DESENVOLVMENTO SOCIAL,MICRO DESKTOP I5,,80,"R$  221,7800"
301,CADASTRO,PREFEITURA  MUNICIPAL DE CAUCAIA - DESENVOLVMENTO SOCIAL,MICRO DESKTOP I3,,84,"R$  173,9300"
301,CADASTRO,PREFEITURA  MUNICIPAL DE CAUCAIA - DESENVOLVMENTO SOCIAL,MICRO ALL IN ONE I7,,2,"R$  638,0100"
301,CADASTRO,PREFEITURA  MUNICIPAL DE CAUCAIA - DESENVOLVMENTO SOCIAL,MICRO ALL IN ONE CELERON,,4,"R$  290,1400"
301,CADASTRO,PREFEITURA  MUNICIPAL DE CAUCAIA - DESENVOLVMENTO SOCIAL,SERVIDOR,,1,"R$  470,9100"
301,CADASTRO,PREFEITURA  MUNICIPAL DE CAUCAIA - DESENVOLVMENTO SOCIAL,MULTIFUNCIONAL LASER MONO A4,,52,"R$  286,3400"
301,CADASTRO,PREFEITURA  MUNICIPAL DE CAUCAIA - DESENVOLVMENTO SOCIAL,IMPRESSORA LASER MONO A4,,10,"R$  234,7000"
301,CADASTRO,PREFEITURA  MUNICIPAL DE CAUCAIA - DESENVOLVMENTO SOCIAL,MULTIFUNCIONAL JATO DE TINTA A4 COM BULK INK,,24,"R$  148,1100"
301,CADASTRO,PREFEITURA  MUNICIPAL DE CAUCAIA - DESENVOLVMENTO SOCIAL,SCANNER DE MESA BAND,,1,"R$  358,3300"
301,CADASTRO,PREFEITURA  MUNICIPAL DE CAUCAIA - DESENVOLVMENTO SOCIAL,SCANNER DE MESA A4,,3,"R$  201,7300"
301,CADASTRO,PREFEITURA  MUNICIPAL DE CAUCAIA - DESENVOLVMENTO SOCIAL,DATASHOW MÍNIMO 2500 LUMENS,,5,"R$  181,1700"
301,CADASTRO,PREFEITURA  MUNICIPAL DE CAUCAIA - DESENVOLVMENTO SOCIAL,SWTCH 48 PORTAS GERENCIÁVEL,,2,"R$  283,8900"
301,CADASTRO,PREFEITURA  MUNICIPAL DE CAUCAIA - DESENVOLVMENTO SOCIAL,SWTCH 48 PORTAS,,10,"R$  193,4700"
301,CADASTRO,PREFEITURA  MUNICIPAL DE CAUCAIA - DESENVOLVMENTO SOCIAL,SWTCH 16 PORTAS,,2,"R$  50,3000"
301,CADASTRO,PREFEITURA  MUNICIPAL DE CAUCAIA - DESENVOLVMENTO SOCIAL,SWTCH 8 PORTAS,,2,"R$  13,4200"
301,CADASTRO,PREFEITURA  MUNICIPAL DE CAUCAIA - DESENVOLVMENTO SOCIAL,REPETIDOR WI-FI,,4,"R$  36,6500"
301,CADASTRO,PREFEITURA  MUNICIPAL DE CAUCAIA - DESENVOLVMENTO SOCIAL,ACCESS POINT INDOOR,,10,"R$  91,1800"
301,CADASTRO,PREFEITURA  MUNICIPAL DE CAUCAIA - DESENVOLVMENTO SOCIAL,ACCESS POINT OUTDOOR,,1,"R$  167,0300"
301,CADASTRO,PREFEITURA  MUNICIPAL DE CAUCAIA - DESENVOLVMENTO SOCIAL,HD EXTERNO PORTÁTIL 2TB,,2,"R$  29,2300"
301,CADASTRO,PREFEITURA  MUNICIPAL DE CAUCAIA - DESENVOLVMENTO SOCIAL,NOBREAK 1200 VA,,8,"R$  63,8000"
301,CADASTRO,PREFEITURA  MUNICIPAL DE CAUCAIA - DESENVOLVMENTO SOCIAL,NOBREAK 700 VA,,8,"R$  41,9500"
303,ADITIVO DE QUANTIDADE,PREFEITURA  MUNICIPAL DE CAUCAIA - DESENVOLVMENTO SOCIAL,NOTEBOOK I7,,15,"R$  534,7100"
303,ADITIVO DE QUANTIDADE,PREFEITURA  MUNICIPAL DE CAUCAIA - DESENVOLVMENTO SOCIAL,NOTEBOOK I5,,22,"R$  344,7500"
303,ADITIVO DE QUANTIDADE,PREFEITURA  MUNICIPAL DE CAUCAIA - DESENVOLVMENTO SOCIAL,NOTEBOOK I3,,28,"R$  270,3900"
303,ADITIVO DE QUANTIDADE,PREFEITURA  MUNICIPAL DE CAUCAIA - DESENVOLVMENTO SOCIAL,MICRO DESKTOP I7,,14,"R$  387,3600"
303,ADITIVO DE QUANTIDADE,PREFEITURA  MUNICIPAL DE CAUCAIA - DESENVOLVMENTO SOCIAL,MICRO DESKTOP I5,,82,"R$  221,7800"
303,ADITIVO DE QUANTIDADE,PREFEITURA  MUNICIPAL DE CAUCAIA - DESENVOLVMENTO SOCIAL,MICRO DESKTOP I3,,84,"R$  173,9300"
303,ADITIVO DE QUANTIDADE,PREFEITURA  MUNICIPAL DE CAUCAIA - DESENVOLVMENTO SOCIAL,MICRO ALL IN ONE I7,,2,"R$  638,0100"
303,ADITIVO DE QUANTIDADE,PREFEITURA  MUNICIPAL DE CAUCAIA - DESENVOLVMENTO SOCIAL,MICRO ALL IN ONE CELERON,,4,"R$  290,1400"
303,ADITIVO DE QUANTIDADE,PREFEITURA  MUNICIPAL DE CAUCAIA - DESENVOLVMENTO SOCIAL,SERVIDOR,,1,"R$  470,9100"
303,ADITIVO DE QUANTIDADE,PREFEITURA  MUNICIPAL DE CAUCAIA - DESENVOLVMENTO SOCIAL,MULTIFUNCIONAL LASER MONO A4,,53,"R$  286,3400"
303,ADITIVO DE QUANTIDADE,PREFEITURA  MUNICIPAL DE CAUCAIA - DESENVOLVMENTO SOCIAL,IMPRESSORA LASER MONO A4,,10,"R$  234,7000"
303,ADITIVO DE QUANTIDADE,PREFEITURA  MUNICIPAL DE CAUCAIA - DESENVOLVMENTO SOCIAL,MULTIFUNCIONAL JATO DE TINTA A4 COM BULK INK,,24,"R$  148,1100"
303,ADITIVO DE QUANTIDADE,PREFEITURA  MUNICIPAL DE CAUCAIA - DESENVOLVMENTO SOCIAL,SCANNER DE MESA BAND,,1,"R$  358,3300"
303,ADITIVO DE QUANTIDADE,PREFEITURA  MUNICIPAL DE CAUCAIA - DESENVOLVMENTO SOCIAL,SCANNER DE MESA A4,,3,"R$  201,7300"
303,ADITIVO DE QUANTIDADE,PREFEITURA  MUNICIPAL DE CAUCAIA - DESENVOLVMENTO SOCIAL,DATASHOW MÍNIMO 2500 LUMENS,,5,"R$  181,1700"
303,ADITIVO DE QUANTIDADE,PREFEITURA  MUNICIPAL DE CAUCAIA - DESENVOLVMENTO SOCIAL,SWTCH 48 PORTAS GERENCIÁVEL,,2,"R$  283,8900"
303,ADITIVO DE QUANTIDADE,PREFEITURA  MUNICIPAL DE CAUCAIA - DESENVOLVMENTO SOCIAL,SWTCH 48 PORTAS,,10,"R$  193,4700"
303,ADITIVO DE QUANTIDADE,PREFEITURA  MUNICIPAL DE CAUCAIA - DESENVOLVMENTO SOCIAL,SWTCH 16 PORTAS,,2,"R$  50,3000"
303,ADITIVO DE QUANTIDADE,PREFEITURA  MUNICIPAL DE CAUCAIA - DESENVOLVMENTO SOCIAL,SWTCH 8 PORTAS,,2,"R$  13,4200"
303,ADITIVO DE QUANTIDADE,PREFEITURA  MUNICIPAL DE CAUCAIA - DESENVOLVMENTO SOCIAL,REPETIDOR WI-FI,,4,"R$  36,6500"
303,ADITIVO DE QUANTIDADE,PREFEITURA  MUNICIPAL DE CAUCAIA - DESENVOLVMENTO SOCIAL,ACCESS POINT INDOOR,,10,"R$  91,1800"
303,ADITIVO DE QUANTIDADE,PREFEITURA  MUNICIPAL DE CAUCAIA - DESENVOLVMENTO SOCIAL,ACCESS POINT OUTDOOR,,1,"R$  167,0300"
303,ADITIVO DE QUANTIDADE,PREFEITURA  MUNICIPAL DE CAUCAIA - DESENVOLVMENTO SOCIAL,HD EXTERNO PORTÁTIL 2TB,,2,"R$  29,2300"
303,ADITIVO DE QUANTIDADE,PREFEITURA  MUNICIPAL DE CAUCAIA - DESENVOLVMENTO SOCIAL,NOBREAK 1200 VA,,8,"R$  63,8000"
303,ADITIVO DE QUANTIDADE,PREFEITURA  MUNICIPAL DE CAUCAIA - DESENVOLVMENTO SOCIAL,NOBREAK 700 VA,,8,"R$  41,9500"
248,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - GABINETE DO PREFEITO,NOTEBOOK TIPO I,NOTEBOOK CORE I7,4,"R$  534,7100"
248,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - GABINETE DO PREFEITO,NOTEBOOK TIPO II,NOTEBOOK CORE I5,4,"R$  344,7500"
248,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - GABINETE DO PREFEITO,NOTEBOOK TIPO III,NOTEBOOK CORE I3,3,"R$  270,3900"
248,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - GABINETE DO PREFEITO,MICRO TIPO I,MICRODESKTOP I7,3,"R$  387,3600"
248,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - GABINETE DO PREFEITO,MICRO TIPO II,MICRODESKTOP I5,8,"R$  221,7800"
248,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - GABINETE DO PREFEITO,MICRO TIPO III,MICRODESKTOP I3,8,"R$  173,9300"
248,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - GABINETE DO PREFEITO,IMPRESSORA MULTIFUNCIONAL MONOCROMÁTICO LASER –  PÁGINAS A4,,3,"R$  286,3400"
248,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - GABINETE DO PREFEITO,IMPRESSORA MONOCROMÁTICO LASER –  PÁGINAS A4,,3,"R$  234,7000"
248,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - GABINETE DO PREFEITO,IMPRESSORA MULTIFUNCIONAL JATO DE TINTA - PÁGINAS A4,,2,"R$  148,1100"
248,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - GABINETE DO PREFEITO,IMPRESSORA  MONOCROMÁTICO –  PÁGINAS  A3,,1,"R$  1.239,5600"
248,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - GABINETE DO PREFEITO,IMPRESSORA MULTIFUNCIONAL JATO DE TINTA - PÁGINAS A4,,2,"R$  148,1100"
248,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - GABINETE DO PREFEITO,SCANNER DE MESA A4,,1,"R$  201,7300"
248,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - GABINETE DO PREFEITO,SWITCH 48 PORTAS,,1,"R$  193,4700"
248,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - GABINETE DO PREFEITO,SWITCH 16 PORTAS,,2,"R$  50,3000"
248,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - GABINETE DO PREFEITO,SWITCH 8 PORTAS,,1,"R$  13,4200"
248,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - GABINETE DO PREFEITO,ACESS POINT,,3,"R$  91,1800"
248,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - GABINETE DO PREFEITO,NOBREAK 3000VA,,1,"R$  199,4600"
248,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - GABINETE DO PREFEITO,NOBREAK 700VA,,3,"R$  41,9500"
248,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - GABINETE DO PREFEITO,TV 50 POLEGADAS SMART,,3,"R$  169,2900"
248,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - GABINETE DO PREFEITO,TV 40 POLEGADAS SMART,,2,"R$  105,0900"
307,CADASTRO,PREFEITURA MUNICIPAL DE ARACATI - IQUAMA,NOTEBOOK TIPO I,NOTEBOOK CORE I7,1,"R$  534,7100"
307,CADASTRO,PREFEITURA MUNICIPAL DE ARACATI - IQUAMA,MICRO TIPO I,MICRODESKTOP I7,3,"R$  387,3600"
307,CADASTRO,PREFEITURA MUNICIPAL DE ARACATI - IQUAMA,MICRO TIPO II,MICRODESKTOP I5,6,"R$  221,7800"
307,CADASTRO,PREFEITURA MUNICIPAL DE ARACATI - IQUAMA,MICRO TIPO III,MICRODESKTOP I3,10,"R$  173,9300"
307,CADASTRO,PREFEITURA MUNICIPAL DE ARACATI - IQUAMA,IMPRESSORA MULTIFUNCIONAL MONOCROMÁTICO LASER –  PÁGINAS A4,,3,"R$  286,3400"
307,CADASTRO,PREFEITURA MUNICIPAL DE ARACATI - IQUAMA,SWITCH 48 PORTAS,,1,"R$  193,4700"
307,CADASTRO,PREFEITURA MUNICIPAL DE ARACATI - IQUAMA,SWITCH 16 PORTAS,,2,"R$  50,3000"
307,CADASTRO,PREFEITURA MUNICIPAL DE ARACATI - IQUAMA,SWITCH 8 PORTAS,,2,"R$  13,4200"
307,CADASTRO,PREFEITURA MUNICIPAL DE ARACATI - IQUAMA,ACESS POINT,,3,"R$  91,1800"
307,CADASTRO,PREFEITURA MUNICIPAL DE ARACATI - IQUAMA,DATASHOW MÍNIMO 2500 LUMENS,,1,"R$  181,1700"
308,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - IQUAMA,NOTEBOOK TIPO I,NOTEBOOK CORE I7,1,"R$  534,7100"
308,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - IQUAMA,MICRO TIPO I,MICRODESKTOP I7,3,"R$  387,3600"
308,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - IQUAMA,MICRO TIPO II,MICRODESKTOP I5,6,"R$  221,7800"
308,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - IQUAMA,MICRO TIPO III,MICRODESKTOP I3,10,"R$  173,9300"
308,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - IQUAMA,IMPRESSORA MULTIFUNCIONAL MONOCROMÁTICO LASER –  PÁGINAS A4,,3,"R$  286,3400"
308,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - IQUAMA,SWITCH 48 PORTAS,,1,"R$  193,4700"
308,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - IQUAMA,SWITCH 16 PORTAS,,2,"R$  50,3000"
308,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - IQUAMA,SWITCH 8 PORTAS,,2,"R$  13,4200"
308,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - IQUAMA,ACESS POINT,,3,"R$  91,1800"
308,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - IQUAMA,DATASHOW MÍNIMO 2500 LUMENS,,1,"R$  181,1700"
309,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - IQUAMA,NOTEBOOK TIPO I,NOTEBOOK CORE I7,1,"R$  534,7100"
309,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - IQUAMA,MICRO TIPO I,MICRODESKTOP I7,5,"R$  387,3600"
309,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - IQUAMA,MICRO TIPO II,MICRODESKTOP I5,6,"R$  221,7800"
309,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - IQUAMA,MICRO TIPO III,MICRODESKTOP I3,10,"R$  173,9300"
309,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - IQUAMA,IMPRESSORA MULTIFUNCIONAL MONOCROMÁTICO LASER –  PÁGINAS A4,,3,"R$  286,3400"
309,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - IQUAMA,SWITCH 48 PORTAS,,1,"R$  193,4700"
309,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - IQUAMA,SWITCH 16 PORTAS,,2,"R$  50,3000"
309,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - IQUAMA,SWITCH 8 PORTAS,,2,"R$  13,4200"
309,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - IQUAMA,ACESS POINT,,3,"R$  91,1800"
309,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - IQUAMA,DATASHOW MÍNIMO 2500 LUMENS,,1,"R$  181,1700"
310,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - IQUAMA,NOTEBOOK TIPO I,NOTEBOOK CORE I7,1,"R$  534,7100"
310,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - IQUAMA,MICRO TIPO I,MICRODESKTOP I7,5,"R$  387,3600"
310,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - IQUAMA,MICRO TIPO II,MICRODESKTOP I5,6,"R$  221,7800"
310,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - IQUAMA,MICRO TIPO III,MICRODESKTOP I3,10,"R$  173,9300"
310,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - IQUAMA,IMPRESSORA MULTIFUNCIONAL MONOCROMÁTICO LASER –  PÁGINAS A4,,3,"R$  286,3400"
310,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - IQUAMA,SWITCH 48 PORTAS,,1,"R$  193,4700"
310,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - IQUAMA,SWITCH 16 PORTAS,,2,"R$  50,3000"
310,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - IQUAMA,SWITCH 8 PORTAS,,2,"R$  13,4200"
310,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - IQUAMA,ACESS POINT,,3,"R$  91,1800"
310,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - IQUAMA,DATASHOW MÍNIMO 2500 LUMENS,,1,"R$  181,1700"
311,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - IQUAMA,NOTEBOOK TIPO I,NOTEBOOK CORE I7,1,"R$  534,7100"
311,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - IQUAMA,MICRO TIPO I,MICRODESKTOP I7,5,"R$  387,3600"
311,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - IQUAMA,MICRO TIPO II,MICRODESKTOP I5,6,"R$  221,7800"
